156.25,0.00187793
439,0.00534759
540.25,0.00722022
614.25,0.00881057
674.25,0.0102564
725.5,0.0116279
770.25,0.0129032
810.5,0.0140845
847.25,0.0152672
881,0.0163934
912.5,0.0175439
941.75,0.0186916
969,0.0196078
995.25,0.0206186
1020,0.0217391
1043.5,0.0227273
1065.75,0.0235294
1087.5,0.0243902
1108.25,0.0253165
1128.25,0.025974
1148,0.027027
1166.75,0.028169
1184.75,0.0289855
1202.25,0.0298507
1219,0.030303
1235.75,0.0307692
1252.25,0.031746
1268.25,0.0327869
1283.75,0.0338983
1298.5,0.0344828
1313.25,0.0350877
1327.5,0.0357143
1341.75,0.0363636
1355.5,0.037037
1369.25,0.0377358
1382.5,0.0384615
1395.75,0.0392157
1408.5,0.04
1421.25,0.0408163
1433.5,0.0416667
1445.75,0.0425532
1457.5,0.0434783
1469,0.0434783
1480.75,0.0444444
1492,0.0454545
1503,0.0454545
1514.25,0.0465116
1525,0.047619
1535.5,0.047619
1546,0.047619
1556.75,0.0487805
1567,0.05
1577,0.05
1587,0.05
1597.25,0.0512821
1607,0.0526316
1616.5,0.0526316
1626,0.0526316
1635.75,0.0540541
1645,0.0555556
1654,0.0555556
1663,0.0555556
1672,0.0555556
1681,0.0555556
1690.25,0.0571429
1699,0.0588235
1707.5,0.0588235
1716,0.0588235
1724.5,0.0588235
1733,0.0588235
1741.75,0.0606061
1750,0.0625
1758,0.0625
1766,0.0625
1774,0.0625
1782,0.0625
1790.25,0.0645161
1798,0.0666667
1805.5,0.0666667
1813,0.0666667
1820.5,0.0666667
1828,0.0666667
1835.5,0.0666667
1843,0.0666667
1850.5,0.0666667
1858.25,0.0689655
1865.5,0.0714286
1872.5,0.0714286
1879.5,0.0714286
1886.5,0.0714286
1893.5,0.0714286
1900.5,0.0714286
1907.5,0.0714286
1914.5,0.0714286
1921.75,0.0740741
1928.5,0.0769231
1935,0.0769231
1941.5,0.0769231
1948,0.0769231
1954.5,0.0769231
1961,0.0769231
1967.5,0.0769231
1974,0.0769231
1980.5,0.0769231
1987,0.0769231
1993.5,0.0769231
2000.25,0.08
2006.5,0.0833333
2012.5,0.0833333
2018.5,0.0833333
2024.5,0.0833333
2030.5,0.0833333
2036.5,0.0833333
2042.5,0.0833333
2048.5,0.0833333
2054.5,0.0833333
2060.5,0.0833333
2066.5,0.0833333
2072.5,0.0833333
2078.5,0.0833333
2084.75,0.0869565
2090.5,0.0909091
2096,0.0909091
2101.5,0.0909091
2107,0.0909091
2112.5,0.0909091
2118,0.0909091
2123.5,0.0909091
2129,0.0909091
2134.5,0.0909091
2140,0.0909091
2145.5,0.0909091
2151,0.0909091
2156.5,0.0909091
2162,0.0909091
2167.5,0.0909091
2173,0.0909091
2178.5,0.0909091
2184.25,0.0952381
2189.5,0.1
2194.5,0.1
2199.5,0.1
2204.5,0.1
2209.5,0.1
2214.5,0.1
2219.5,0.1
2224.5,0.1
2229.5,0.1
2234.5,0.1
2239.5,0.1
2244.5,0.1
2249.5,0.1
2254.5,0.1
2259.5,0.1
2264.5,0.1
2269.5,0.1
2274.5,0.1
2279.5,0.1
2284.5,0.1
2289.5,0.1
2294.5,0.1
2299.75,0.105263
2304.5,0.111111
2309,0.111111
2313.5,0.111111
2318,0.111111
2322.5,0.111111
2327,0.111111
2331.5,0.111111
2336,0.111111
2340.5,0.111111
2345,0.111111
2349.5,0.111111
2354,0.111111
2358.5,0.111111
2363,0.111111
2367.5,0.111111
2372,0.111111
2376.5,0.111111
2381,0.111111
2385.5,0.111111
2390,0.111111
2394.5,0.111111
2399,0.111111
2403.5,0.111111
2408,0.111111
2412.5,0.111111
2417,0.111111
2421.5,0.111111
2426,0.111111
2430.5,0.111111
